created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-12-17 06:33:24 UTC,49,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:34:24 UTC,50,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:34:54 UTC,51,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:35:23 UTC,52,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:35:53 UTC,53,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:36:24 UTC,54,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:36:53 UTC,55,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:37:23 UTC,56,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:38:23 UTC,57,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:38:53 UTC,58,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:39:23 UTC,59,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:39:52 UTC,60,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:40:22 UTC,61,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:41:22 UTC,62,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:41:52 UTC,63,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:42:22 UTC,64,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:42:52 UTC,65,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:43:21 UTC,66,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:43:51 UTC,67,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:44:21 UTC,68,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:44:51 UTC,69,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:45:21 UTC,70,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:45:51 UTC,71,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:46:21 UTC,72,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:46:51 UTC,73,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:47:20 UTC,74,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:48:21 UTC,75,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:48:50 UTC,76,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:49:20 UTC,77,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 06:49:50 UTC,78,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:42:26 UTC,79,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:43:25 UTC,80,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:43:55 UTC,81,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:44:25 UTC,82,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:46:50 UTC,83,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:47:20 UTC,84,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:47:50 UTC,85,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:48:20 UTC,86,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:48:51 UTC,87,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:49:18 UTC,88,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:49:48 UTC,89,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:50:18 UTC,90,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:50:48 UTC,91,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:51:18 UTC,92,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:51:48 UTC,93,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:52:17 UTC,94,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:52:47 UTC,95,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:54:09 UTC,96,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:54:39 UTC,97,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:55:09 UTC,98,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:55:39 UTC,99,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:56:09 UTC,100,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:57:09 UTC,101,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:57:39 UTC,102,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:58:09 UTC,103,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:58:38 UTC,104,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:59:08 UTC,105,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 08:59:37 UTC,106,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:00:10 UTC,107,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:00:37 UTC,108,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:01:08 UTC,109,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:02:34 UTC,110,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:02:52 UTC,111,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:03:10 UTC,112,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:03:27 UTC,113,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:03:45 UTC,114,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:04:03 UTC,115,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:04:21 UTC,116,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:04:39 UTC,117,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:04:56 UTC,118,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:05:14 UTC,119,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:05:33 UTC,120,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:09:06 UTC,121,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:09:25 UTC,122,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:09:43 UTC,123,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:10:02 UTC,124,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:10:20 UTC,125,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:10:39 UTC,126,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:10:56 UTC,127,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:11:14 UTC,128,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:11:32 UTC,129,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:11:50 UTC,130,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:12:10 UTC,131,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:12:27 UTC,132,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:12:45 UTC,133,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:13:05 UTC,134,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:13:21 UTC,135,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:13:40 UTC,136,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:13:57 UTC,137,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:14:15 UTC,138,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:14:32 UTC,139,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:14:50 UTC,140,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:15:08 UTC,141,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:15:27 UTC,142,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:15:46 UTC,143,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:16:04 UTC,144,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:16:23 UTC,145,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:16:41 UTC,146,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:16:58 UTC,147,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:17:18 UTC,148,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:17:34 UTC,149,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:17:53 UTC,150,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:18:10 UTC,151,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:18:28 UTC,152,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:18:45 UTC,153,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:19:02 UTC,154,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:19:20 UTC,155,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:19:38 UTC,156,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:19:56 UTC,157,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:20:16 UTC,158,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:20:32 UTC,159,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:20:51 UTC,160,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:21:10 UTC,161,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:21:28 UTC,162,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:21:47 UTC,163,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:22:05 UTC,164,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:22:22 UTC,165,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:22:40 UTC,166,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:22:58 UTC,167,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:23:16 UTC,168,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:23:34 UTC,169,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:23:52 UTC,170,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:24:10 UTC,171,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:24:27 UTC,172,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:24:45 UTC,173,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 09:59:39 UTC,174,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:02:27 UTC,175,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:05:45 UTC,176,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:11:51 UTC,177,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:13:21 UTC,178,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:21:58 UTC,179,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:24:02 UTC,180,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:25:24 UTC,181,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:29:01 UTC,182,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:32:22 UTC,183,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:34:06 UTC,184,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:34:30 UTC,185,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:34:53 UTC,186,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:35:17 UTC,187,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:36:22 UTC,188,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:36:45 UTC,189,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:37:33 UTC,190,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:37:57 UTC,191,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:38:21 UTC,192,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:38:44 UTC,193,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:39:07 UTC,194,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:39:31 UTC,195,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:39:55 UTC,196,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:40:18 UTC,197,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:40:43 UTC,198,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:41:40 UTC,199,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:42:46 UTC,200,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:43:08 UTC,201,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:43:31 UTC,202,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:43:55 UTC,203,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:44:19 UTC,204,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:44:42 UTC,205,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:45:06 UTC,206,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:45:30 UTC,207,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:45:49 UTC,208,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:46:56 UTC,209,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:47:34 UTC,210,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:48:22 UTC,211,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:50:34 UTC,212,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:50:59 UTC,213,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:51:24 UTC,214,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:51:47 UTC,215,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:52:13 UTC,216,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:52:35 UTC,217,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:53:34 UTC,218,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:53:58 UTC,219,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:54:21 UTC,220,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:54:45 UTC,221,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:55:09 UTC,222,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:55:32 UTC,223,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:56:38 UTC,224,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:57:02 UTC,225,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:57:26 UTC,226,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:57:50 UTC,227,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:58:37 UTC,228,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:59:01 UTC,229,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:59:24 UTC,230,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 10:59:48 UTC,231,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:00:12 UTC,232,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:00:35 UTC,233,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:02:37 UTC,234,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:03:00 UTC,235,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:03:16 UTC,236,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:03:35 UTC,237,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:03:58 UTC,238,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:04:22 UTC,239,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:05:13 UTC,240,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:05:37 UTC,241,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:06:00 UTC,242,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:06:21 UTC,243,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:06:37 UTC,244,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:07:00 UTC,245,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:10:33 UTC,246,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:10:59 UTC,247,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:11:54 UTC,248,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:12:19 UTC,249,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:13:12 UTC,250,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:13:36 UTC,251,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:13:59 UTC,252,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:14:59 UTC,253,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:15:22 UTC,254,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:15:46 UTC,255,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:16:09 UTC,256,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:16:33 UTC,257,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:16:56 UTC,258,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:17:19 UTC,259,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:17:43 UTC,260,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:18:07 UTC,261,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:18:30 UTC,262,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:18:53 UTC,263,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:19:48 UTC,264,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:20:12 UTC,265,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:20:36 UTC,266,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:20:58 UTC,267,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:21:23 UTC,268,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:21:45 UTC,269,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:22:43 UTC,270,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:23:07 UTC,271,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:23:31 UTC,272,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:23:53 UTC,273,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:24:49 UTC,274,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:25:04 UTC,275,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:25:53 UTC,276,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:26:08 UTC,277,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:26:55 UTC,278,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:27:57 UTC,279,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:28:44 UTC,280,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:29:00 UTC,281,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:29:15 UTC,282,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:29:31 UTC,283,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:29:49 UTC,284,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:30:17 UTC,285,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:30:33 UTC,286,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:30:49 UTC,287,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:31:05 UTC,288,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:31:21 UTC,289,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:31:51 UTC,290,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:32:07 UTC,291,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:32:23 UTC,292,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:32:38 UTC,293,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:32:53 UTC,294,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:33:09 UTC,295,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:33:24 UTC,296,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:33:40 UTC,297,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:33:55 UTC,298,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:34:11 UTC,299,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:34:26 UTC,300,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:34:42 UTC,301,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:34:58 UTC,302,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:35:13 UTC,303,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:35:29 UTC,304,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:35:45 UTC,305,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:36:01 UTC,306,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:36:16 UTC,307,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:36:32 UTC,308,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:36:47 UTC,309,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:37:03 UTC,310,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:37:18 UTC,311,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:37:34 UTC,312,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:37:49 UTC,313,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:38:05 UTC,314,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:38:21 UTC,315,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:38:36 UTC,316,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:39:07 UTC,317,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:39:22 UTC,318,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:39:38 UTC,319,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:39:54 UTC,320,22.40,260,31,1,0,0,9928492120,9928492120
2017-12-17 11:40:09 UTC,321,22.40,260,31,1,0,0,9928492120,9928492120
